timestamp,open,high,low,close,volume
2025-09-04 04:00:00,504.9800,506.5800,503.6400,504.3000,1010
2025-09-04 04:05:00,504.3900,504.3900,504.0600,504.2500,1017
2025-09-04 04:10:00,504.2400,504.2400,503.9300,504.1300,459
2025-09-04 04:15:00,504.1500,504.2900,504.1400,504.2200,934
2025-09-04 04:20:00,504.2900,504.3100,504.1400,504.3000,342
2025-09-04 04:25:00,504.2000,504.2500,504.2000,504.2500,34
2025-09-04 04:30:00,504.3000,504.4300,504.2500,504.2700,632
2025-09-04 04:35:00,504.2900,504.5100,504.2700,504.5000,351
2025-09-04 04:40:00,504.4600,504.4800,504.4000,504.4000,232
2025-09-04 04:45:00,504.4000,504.4100,504.1500,504.1700,925
2025-09-04 04:50:00,504.1800,504.2100,504.1500,504.2000,261
2025-09-04 04:55:00,504.0700,504.1300,504.0000,504.0700,601
2025-09-04 05:00:00,504.1400,504.4800,504.1400,504.4400,356
2025-09-04 05:05:00,504.4200,504.4600,504.2300,504.4100,615
2025-09-04 05:10:00,504.4100,504.4700,504.2400,504.3400,59
2025-09-04 05:15:00,504.3500,504.4000,504.2200,504.3100,210
2025-09-04 05:20:00,504.2700,504.4100,504.2100,504.3800,543
2025-09-04 05:25:00,504.4000,504.4000,504.2500,504.3600,429
2025-09-04 05:30:00,504.2900,504.4100,504.2900,504.3400,501
2025-09-04 05:35:00,504.3900,504.4200,504.3500,504.3500,633
2025-09-04 05:40:00,504.4000,504.4700,504.4000,504.4500,186
2025-09-04 05:45:00,504.4300,504.5000,504.3800,504.4900,466
2025-09-04 05:50:00,504.4700,504.5000,504.4200,504.4900,230
2025-09-04 05:55:00,504.5000,504.8800,504.5000,504.8100,523
2025-09-04 06:00:00,504.8100,504.9200,504.7500,504.9100,454
2025-09-04 06:05:00,504.8700,504.9100,504.7700,504.8500,102
2025-09-04 06:10:00,504.8500,505.0000,504.7200,505.0000,764
2025-09-04 06:15:00,505.0400,505.1000,504.9900,505.0600,163
2025-09-04 06:20:00,505.0500,505.1800,504.9800,505.0700,1169
2025-09-04 06:25:00,505.0000,505.0700,505.0000,505.0000,43
2025-09-04 06:30:00,505.0000,505.0900,504.5900,504.6900,790
2025-09-04 06:35:00,504.9700,505.0000,504.7100,504.8800,231
2025-09-04 06:40:00,504.9800,504.9800,504.6800,504.8800,709
2025-09-04 06:45:00,504.8800,504.9800,504.7500,504.7500,106
2025-09-04 06:50:00,504.9000,504.9000,504.5200,504.5500,364
2025-09-04 06:55:00,504.7300,504.7300,504.4900,504.5000,327
2025-09-04 07:00:00,504.5600,504.6300,504.3300,504.5000,565
2025-09-04 07:05:00,504.4700,504.5100,504.3800,504.3900,191
2025-09-04 07:10:00,504.4800,504.6400,504.4000,504.6400,298
2025-09-04 07:15:00,504.6500,504.7500,504.4900,504.6200,378
2025-09-04 07:20:00,504.6400,504.6400,504.3700,504.4700,637
2025-09-04 07:25:00,504.4900,504.6000,504.4000,504.5100,239
2025-09-04 07:30:00,504.5500,504.7000,504.5200,504.6700,352
2025-09-04 07:35:00,504.5400,504.7600,504.5400,504.5900,2862
2025-09-04 07:40:00,504.6000,504.6000,504.4200,504.4800,1216
2025-09-04 07:45:00,504.5300,504.5900,504.3300,504.4000,849
2025-09-04 07:50:00,504.4000,504.5500,504.3400,504.4500,1857
2025-09-04 07:55:00,504.5100,504.5100,504.4400,504.4900,981
2025-09-04 08:00:00,504.3000,505.3500,503.2300,504.5000,245560
2025-09-04 08:05:00,504.4200,505.3500,504.2500,504.4500,1375
2025-09-04 08:10:00,504.6000,505.3500,504.3000,504.4500,1655
2025-09-04 08:15:00,504.6000,504.6000,504.3000,504.3500,2277
2025-09-04 08:20:00,504.3300,504.3850,503.9000,503.9800,6428
2025-09-04 08:25:00,504.0900,504.2400,503.7500,503.9800,1841
2025-09-04 08:30:00,503.9800,504.6000,503.4000,503.8200,7063
2025-09-04 08:35:00,503.8100,503.9894,503.6585,503.7512,1440
2025-09-04 08:40:00,503.9100,504.5500,503.7200,504.0000,2178
2025-09-04 08:45:00,504.1600,504.6000,503.8400,504.3200,4231
2025-09-04 08:50:00,504.2900,504.6000,504.0000,504.1950,1112
2025-09-04 08:55:00,504.1950,504.4300,504.0000,504.2650,634
2025-09-04 09:00:00,504.2600,504.3000,503.8400,504.1700,4506
2025-09-04 09:05:00,504.3685,504.3685,503.7200,503.8700,1206
2025-09-04 09:10:00,503.7200,504.2000,503.7200,504.0900,4992
2025-09-04 09:15:00,503.9400,504.1200,503.8400,504.0030,986
2025-09-04 09:20:00,503.9200,504.1100,503.7200,503.9600,2129
2025-09-04 09:25:00,503.9100,504.6000,503.2300,504.1900,7342
2025-09-04 09:30:00,504.3000,506.8000,503.9000,506.7450,542249
2025-09-04 09:35:00,506.7100,506.9100,504.8000,505.0100,268261
2025-09-04 09:40:00,505.0685,505.1400,503.9400,504.5600,225035
2025-09-04 09:45:00,504.6100,504.9300,503.8600,504.4800,200135
2025-09-04 09:50:00,504.4800,504.6399,503.6155,504.3450,193039
2025-09-04 09:55:00,504.4800,504.7450,503.7600,503.9000,183628
2025-09-04 10:00:00,503.9000,503.9900,503.1500,503.5600,170046
2025-09-04 10:05:00,503.5600,504.4200,503.3600,504.3800,137268
2025-09-04 10:10:00,504.4240,505.2400,504.3046,504.5000,165783
2025-09-04 10:15:00,504.4800,504.8700,503.9700,504.7200,132247
2025-09-04 10:20:00,504.7500,505.1200,504.5100,504.9900,162315
2025-09-04 10:25:00,505.0300,505.6200,504.8700,505.4802,135816
2025-09-04 10:30:00,505.4600,506.4780,505.4600,506.1000,156183
2025-09-04 10:35:00,506.0950,507.1717,506.0100,507.1500,193638
2025-09-04 10:40:00,507.1500,507.3400,506.8590,507.0803,178842
2025-09-04 10:45:00,507.0836,507.4793,506.9500,507.4150,114918
2025-09-04 10:50:00,507.4200,507.6500,506.8901,507.2300,140177
2025-09-04 10:55:00,507.2600,507.5899,506.9100,507.5500,87749
2025-09-04 11:00:00,507.4964,507.5500,506.6050,506.7800,88860
2025-09-04 11:05:00,506.7421,507.0017,506.5900,506.9200,66499
2025-09-04 11:10:00,506.9406,507.1250,506.1300,506.5200,129540
2025-09-04 11:15:00,506.5100,507.3125,506.3500,507.3000,88042
2025-09-04 11:20:00,507.3400,508.0500,507.2781,507.8494,146069
2025-09-04 11:25:00,507.8600,507.9700,507.5200,507.6750,191135
2025-09-04 11:30:00,507.7300,507.7400,506.8300,506.9450,132700
2025-09-04 11:35:00,506.9450,507.1000,506.7200,507.0700,84357
2025-09-04 11:40:00,507.0700,507.4150,507.0100,507.1850,91561
2025-09-04 11:45:00,507.1850,507.2300,506.8300,507.0300,168054
2025-09-04 11:50:00,507.0250,507.2100,506.8250,507.2100,90229
2025-09-04 11:55:00,507.1850,507.2900,506.7000,506.8900,104540
2025-09-04 12:00:00,506.8975,506.9900,506.4300,506.6000,107673
2025-09-04 12:05:00,506.6500,506.8900,506.5300,506.8100,67381
2025-09-04 12:10:00,506.8100,506.9600,506.6600,506.8500,71977
2025-09-04 12:15:00,506.8500,507.0100,506.6227,506.7850,83249
2025-09-04 12:20:00,506.7700,506.8400,505.9700,506.0500,73607
2025-09-04 12:25:00,506.0200,506.1400,505.8344,506.0000,81932
2025-09-04 12:30:00,506.0400,506.4900,505.9700,506.1800,45363
2025-09-04 12:35:00,506.2250,506.4900,506.1700,506.3400,54090
2025-09-04 12:40:00,506.3100,506.4900,506.1993,506.3400,74822
2025-09-04 12:45:00,506.3250,506.7716,506.2900,506.7500,85998
2025-09-04 12:50:00,506.7300,507.0900,506.6400,507.0300,59957
2025-09-04 12:55:00,507.0175,507.0200,506.3500,506.3650,133272
2025-09-04 13:00:00,506.3706,506.9500,506.3706,506.9400,74539
2025-09-04 13:05:00,506.9000,507.0100,506.5300,506.5600,76089
2025-09-04 13:10:00,506.5550,506.5550,506.1500,506.1900,50257
2025-09-04 13:15:00,506.1900,506.5000,506.1519,506.4950,51968
2025-09-04 13:20:00,506.5000,506.7950,506.4200,506.7224,39221
2025-09-04 13:25:00,506.7600,506.8400,506.5600,506.7500,42609
2025-09-04 13:30:00,506.7450,506.7900,506.5900,506.7850,50916
2025-09-04 13:35:00,506.6906,507.0450,506.6906,506.8450,247913
2025-09-04 13:40:00,506.7900,507.1800,506.7000,506.9289,74451
2025-09-04 13:45:00,506.9550,507.3850,506.9235,507.3200,68506
2025-09-04 13:50:00,507.3000,507.6730,507.2500,507.5400,104389
2025-09-04 13:55:00,507.5200,507.5900,507.2500,507.3160,72139
2025-09-04 14:00:00,507.2800,507.5460,507.2600,507.4700,99783
2025-09-04 14:05:00,507.4200,507.4500,507.1000,507.3148,67340
2025-09-04 14:10:00,507.3300,507.4300,507.0800,507.1900,78193
2025-09-04 14:15:00,507.2200,507.3700,507.1200,507.1594,67312
