timestamp,open,high,low,close,volume
2025-09-04 14:20:00,507.1900,507.4600,507.0250,507.4300,68637
2025-09-04 14:25:00,507.4300,507.4300,507.0001,507.0700,79450
2025-09-04 14:30:00,507.1100,507.4100,506.9300,507.3800,392041
2025-09-04 14:35:00,507.3501,507.9550,507.3501,507.8990,100166
2025-09-04 14:40:00,507.8900,508.1500,507.5300,507.5300,122533
2025-09-04 14:45:00,507.5300,508.0000,507.4601,508.0000,289236
2025-09-04 14:50:00,508.0100,508.1500,507.6950,507.7300,68015
2025-09-04 14:55:00,507.7400,507.9800,507.4950,507.5300,79105
2025-09-04 15:00:00,507.5700,507.6200,507.4200,507.5100,176784
2025-09-04 15:05:00,507.5200,507.5650,507.2250,507.3000,101445
2025-09-04 15:10:00,507.3150,507.4400,507.1200,507.4050,131402
2025-09-04 15:15:00,507.3770,507.4400,507.0100,507.1050,107253
2025-09-04 15:20:00,507.1000,507.3200,506.9457,506.9700,129117
2025-09-04 15:25:00,506.9800,507.0200,506.5600,506.6150,135768
2025-09-04 15:30:00,506.6100,506.8918,506.5350,506.7800,175205
2025-09-04 15:35:00,506.7900,506.8500,506.5380,506.8110,175688
2025-09-04 15:40:00,506.8100,506.9300,506.5680,506.7100,170574
2025-09-04 15:45:00,506.7300,506.7300,506.3300,506.3600,194133
2025-09-04 15:50:00,506.3500,507.3750,506.3100,507.3500,372671
2025-09-04 15:55:00,507.3200,507.9800,507.0700,507.9800,1326246
2025-09-04 16:00:00,507.9800,507.9800,507.0000,507.7500,5608661
2025-09-04 16:05:00,507.5250,508.1100,507.2000,507.9200,5465
2025-09-04 16:10:00,507.9700,508.6700,507.9200,508.5100,375716
2025-09-04 16:15:00,507.9700,508.8900,507.9700,508.5000,72285
2025-09-04 16:20:00,508.1500,508.8000,507.9700,508.5750,21289
2025-09-04 16:25:00,508.8000,508.8000,508.0500,508.5000,2331
2025-09-04 16:30:00,508.5000,508.8000,508.0000,508.5800,3488
2025-09-04 16:35:00,508.4900,523.0449,508.2800,508.2800,739
2025-09-04 16:40:00,508.5100,508.5100,508.0100,508.2550,961
2025-09-04 16:45:00,508.3800,508.5000,508.0100,508.2250,653
2025-09-04 16:50:00,508.3800,508.7800,475.4401,508.2800,5223
2025-09-04 16:55:00,508.1500,516.4780,507.8800,508.2700,27243
2025-09-04 17:00:00,508.2700,508.5000,507.9700,508.2500,803
2025-09-04 17:05:00,508.2500,508.4800,508.0000,508.2350,3685
2025-09-04 17:10:00,508.1000,508.4800,507.7500,507.7682,2655
2025-09-04 17:15:00,508.4800,516.4780,507.9700,507.9800,1870
2025-09-04 17:20:00,508.4800,508.6800,508.0000,508.2900,2765
2025-09-04 17:25:00,508.3900,508.6800,508.1000,508.1000,1072
2025-09-04 17:30:00,508.2500,508.4000,508.1000,508.2500,370
2025-09-04 17:35:00,508.2100,508.4800,508.0700,508.2450,3620
2025-09-04 17:40:00,508.1000,508.3900,508.0700,508.3800,2556
2025-09-04 17:45:00,508.2400,508.3800,508.1000,508.3400,766
2025-09-04 17:50:00,508.1000,508.3800,508.1000,508.3400,404
2025-09-04 17:55:00,508.3000,508.6800,508.1100,508.5960,3280
2025-09-04 18:00:00,508.1704,508.6800,507.9000,508.3100,1167
2025-09-04 18:05:00,508.3950,508.6800,508.1100,508.4400,1713
2025-09-04 18:10:00,508.1100,508.6800,508.1100,508.6800,448
2025-09-04 18:15:00,508.5000,508.5000,508.1100,508.5000,168
2025-09-04 18:20:00,508.3050,508.5000,508.1100,508.3437,225
2025-09-04 18:25:00,508.4700,508.4900,508.1100,508.2950,232
2025-09-04 18:30:00,508.3200,508.4800,508.1100,508.3000,725
2025-09-04 18:35:00,508.2950,508.4800,508.1100,508.1100,536
2025-09-04 18:40:00,508.2100,508.4800,508.1100,508.2000,200
2025-09-04 18:45:00,508.1100,508.4800,508.1100,508.2950,141
2025-09-04 18:50:00,508.2600,508.3000,508.1100,508.2600,201
2025-09-04 18:55:00,508.2500,508.3000,508.2000,508.2700,427
2025-09-04 19:00:00,508.2500,508.3000,508.2000,508.2750,291
2025-09-04 19:05:00,508.2750,508.4800,508.2500,508.3200,408
2025-09-04 19:10:00,508.3650,508.4800,508.2500,508.4800,396
2025-09-04 19:15:00,508.2512,508.4800,508.2512,508.3900,214
2025-09-04 19:20:00,508.3900,508.4800,508.3000,508.3100,1450
2025-09-04 19:25:00,508.3650,508.4742,508.2500,508.4200,374
2025-09-04 19:30:00,508.4100,508.4800,508.4000,508.4018,498
2025-09-04 19:35:00,508.4800,508.4900,508.3000,508.3950,269
2025-09-04 19:40:00,508.4000,508.6800,508.3000,508.5500,684
2025-09-04 19:45:00,508.5600,508.6800,508.2500,508.4650,571
2025-09-04 19:50:00,508.6800,508.6800,508.0700,508.2000,3146
2025-09-04 19:55:00,508.2000,508.5000,508.0700,508.1500,571
2025-09-05 04:00:00,509.1500,509.5000,508.8000,509.1900,2054
2025-09-05 04:05:00,509.3300,509.5200,509.1000,509.5000,466
2025-09-05 04:10:00,509.5300,509.8000,509.4000,509.7000,651
2025-09-05 04:15:00,509.6900,510.0000,509.6600,509.9000,1789
2025-09-05 04:20:00,509.7800,510.1700,509.6000,510.1700,3410
2025-09-05 04:25:00,510.1200,510.6100,510.0200,510.2000,920
2025-09-05 04:30:00,510.2800,510.2800,510.0400,510.1900,1352
2025-09-05 04:35:00,510.1900,510.3100,510.1900,510.3000,782
2025-09-05 04:40:00,510.2300,510.3200,510.1300,510.2900,544
2025-09-05 04:45:00,510.2900,510.2900,509.2600,509.6600,3443
2025-09-05 04:50:00,509.4300,509.6700,509.1000,509.1000,915
2025-09-05 04:55:00,509.3000,509.6700,509.1000,509.6300,786
2025-09-05 05:00:00,509.7000,509.7900,509.3100,509.4100,623
2025-09-05 05:05:00,509.4500,509.5600,509.1500,509.1500,560
2025-09-05 05:10:00,509.1200,509.9400,509.1200,509.7900,1212
2025-09-05 05:15:00,509.8700,509.9400,509.4600,509.9400,68
2025-09-05 05:20:00,509.8800,509.9300,509.5600,509.9000,53
2025-09-05 05:25:00,509.9000,509.9000,509.5500,509.7000,253
2025-09-05 05:30:00,509.6800,509.7800,509.5000,509.6200,430
2025-09-05 05:35:00,509.7800,509.7800,509.5600,509.7100,291
2025-09-05 05:40:00,509.7400,509.7600,509.6200,509.6600,507
2025-09-05 05:45:00,509.7000,509.7900,509.6000,509.6000,363
2025-09-05 05:50:00,509.5900,509.7400,509.5900,509.6500,159
2025-09-05 05:55:00,509.6000,509.8000,509.5300,509.5500,879
2025-09-05 06:00:00,509.5300,509.6800,509.5000,509.6100,259
2025-09-05 06:05:00,509.6200,509.6400,509.5500,509.5600,119
2025-09-05 06:10:00,509.6500,509.6800,509.5500,509.5800,514
2025-09-05 06:15:00,509.6000,509.8000,509.5300,509.7200,1516
2025-09-05 06:20:00,509.7900,509.7900,509.4800,509.4900,564
2025-09-05 06:25:00,509.5200,509.6400,509.4700,509.5000,263
2025-09-05 06:30:00,509.5000,509.7600,509.5000,509.5200,647
2025-09-05 06:35:00,509.7400,509.7400,509.5000,509.5000,322
2025-09-05 06:40:00,509.6000,509.8000,509.3200,509.6000,1874
2025-09-05 06:45:00,509.6700,509.9400,509.6000,509.8500,780
2025-09-05 06:50:00,509.8600,509.8800,509.6000,509.6500,234
2025-09-05 06:55:00,509.6300,509.6900,509.4600,509.4600,473
2025-09-05 07:00:00,509.4400,509.5300,509.0900,509.1200,1430
2025-09-05 07:05:00,509.3100,509.3100,509.0000,509.1200,1501
2025-09-05 07:10:00,509.1100,509.1100,508.8000,508.8800,1015
2025-09-05 07:15:00,508.8300,508.9100,508.6200,508.7600,650
2025-09-05 07:20:00,508.9000,508.9900,508.6700,508.9400,513
2025-09-05 07:25:00,508.7200,509.1200,508.6700,508.9200,2733
2025-09-05 07:30:00,508.8900,508.9800,508.6600,508.9000,673
2025-09-05 07:35:00,508.9900,509.0000,508.7100,508.7100,872
2025-09-05 07:40:00,508.7100,508.8500,508.7000,508.8200,83
2025-09-05 07:45:00,508.7800,509.0000,508.7500,508.8000,1415
2025-09-05 07:50:00,508.7800,508.8200,508.7000,508.8200,988
2025-09-05 07:55:00,508.7300,509.0000,508.7000,508.7300,1515
2025-09-05 08:00:00,509.6600,510.6000,507.9700,508.9800,18742
2025-09-05 08:05:00,508.9100,509.5000,508.6500,508.9300,2631
2025-09-05 08:10:00,508.7200,509.2900,508.6500,508.6500,3563
2025-09-05 08:15:00,508.7200,509.3300,508.6500,508.9300,1743
2025-09-05 08:20:00,508.6800,509.0700,508.6200,508.7500,3158
2025-09-05 08:25:00,508.6100,509.2900,508.5596,508.8400,2167
2025-09-05 08:30:00,509.0500,509.9900,508.2000,509.4300,12054
2025-09-05 08:35:00,509.4900,510.4800,509.4000,509.8000,8989
2025-09-05 08:40:00,509.8650,510.4000,509.0800,510.3900,6209
2025-09-05 08:45:00,510.2800,510.3500,509.6100,510.1250,6705
2025-09-05 08:50:00,510.2200,510.9600,510.0000,510.7350,7822
2025-09-05 08:55:00,510.9400,511.9800,510.5000,511.8000,25772
2025-09-05 09:00:00,511.6300,512.4900,511.6300,511.9000,15584
2025-09-05 09:05:00,511.8962,512.2500,510.6000,511.2200,9012
2025-09-05 09:10:00,511.8000,511.8000,510.7600,511.2652,5225
2025-09-05 09:15:00,511.4300,511.7500,510.7500,511.4800,4694
2025-09-05 09:20:00,511.4750,511.7500,510.6600,510.7400,8759
2025-09-05 09:25:00,510.7500,511.1200,503.4650,508.8500,23329
2025-09-05 09:30:00,509.0700,511.9700,506.7000,507.0650,1000517
2025-09-05 09:35:00,507.0700,507.4900,499.9100,501.0700,1144135
2025-09-05 09:40:00,501.0800,503.7300,500.1000,503.1400,1174139
2025-09-05 09:45:00,503.1200,503.9100,501.3000,503.6920,562431
2025-09-05 09:50:00,503.5400,503.7300,501.7100,502.7363,470767
2025-09-05 09:55:00,502.7250,502.7700,501.1600,502.4650,509868
2025-09-05 10:00:00,502.4614,502.5256,500.9400,501.2600,407666
2025-09-05 10:05:00,501.2000,501.2279,500.5700,500.8184,407061
2025-09-05 10:10:00,500.7900,501.6850,500.2500,501.2700,414075
2025-09-05 10:15:00,501.2400,501.4400,500.5400,500.5400,277840
2025-09-05 10:20:00,500.5400,500.9051,499.1600,499.3600,414155
2025-09-05 10:25:00,499.3200,499.4200,498.1700,499.2100,569406
2025-09-05 10:30:00,499.1500,499.6000,498.4250,498.8556,336102
2025-09-05 10:35:00,498.8100,499.2400,498.0700,498.9950,362084
2025-09-05 10:40:00,499.0000,499.3799,498.5000,498.6900,252542
2025-09-05 10:45:00,498.6600,498.6600,497.2229,497.4750,312675
2025-09-05 10:50:00,497.4750,497.7400,496.8900,497.1700,327203
2025-09-05 10:55:00,497.2100,497.4200,495.0600,495.3100,452801
2025-09-05 11:00:00,495.3200,495.5000,494.5000,494.9300,553039
2025-09-05 11:05:00,494.9300,495.5573,494.5800,495.4600,360517
2025-09-05 11:10:00,495.4900,496.2100,494.6800,496.1800,336733
2025-09-05 11:15:00,496.2200,497.1900,496.0706,496.4700,361538
2025-09-05 11:20:00,496.4400,497.3500,496.3100,496.9200,215959
2025-09-05 11:25:00,496.8879,497.5279,496.5000,497.1150,247409
2025-09-05 11:30:00,497.1148,497.2800,496.1800,496.7100,236129
2025-09-05 11:35:00,496.7300,497.6600,496.7300,497.0175,231720
2025-09-05 11:40:00,496.9500,497.7400,496.9300,497.3350,280032
2025-09-05 11:45:00,497.3500,497.3800,496.5100,496.8375,166408
2025-09-05 11:50:00,496.8400,496.9000,496.2600,496.7400,205350
2025-09-05 11:55:00,496.7400,496.9100,496.0000,496.3100,223068
2025-09-05 12:00:00,496.3000,496.6582,495.7800,496.0600,451692
2025-09-05 12:05:00,496.1100,496.7665,495.8000,496.7000,111984
2025-09-05 12:10:00,496.6900,497.2000,496.6700,496.8800,121624
2025-09-05 12:15:00,496.8200,497.0300,496.1000,496.4700,142411
2025-09-05 12:20:00,496.5350,497.1550,496.3900,497.1278,123783
2025-09-05 12:25:00,497.1300,497.1300,496.7000,496.8450,91904
2025-09-05 12:30:00,496.8700,497.0104,496.1800,496.2486,126208
2025-09-05 12:35:00,496.2500,496.3400,495.5100,495.6200,266661
2025-09-05 12:40:00,495.5400,496.0199,495.3500,495.4750,195711
2025-09-05 12:45:00,495.4600,495.5890,494.1700,494.2575,420934
2025-09-05 12:50:00,494.2500,494.8400,494.0000,494.5600,303658
2025-09-05 12:55:00,494.5600,495.2400,494.4300,495.1500,164767
2025-09-05 13:00:00,495.1200,495.1200,494.3300,494.4100,141448
2025-09-05 13:05:00,494.4500,494.9800,494.0000,494.9750,420195
2025-09-05 13:10:00,495.0000,495.2328,494.6600,495.1200,595871
2025-09-05 13:15:00,495.1500,495.2700,494.5150,494.8000,211985
2025-09-05 13:20:00,494.8100,495.0000,494.6900,494.9500,149117
2025-09-05 13:25:00,494.9500,495.0000,494.3200,494.5450,166801
2025-09-05 13:30:00,494.5600,495.0000,494.4200,494.9450,129773
2025-09-05 13:35:00,494.9700,495.3150,494.7500,494.7900,153253
2025-09-05 13:40:00,494.7600,494.8800,493.8154,493.9900,220444
2025-09-05 13:45:00,493.9300,494.2100,493.8100,493.9300,155591
2025-09-05 13:50:00,493.9000,493.9500,493.3500,493.5182,197601
2025-09-05 13:55:00,493.5200,493.7100,493.3601,493.5150,181136
2025-09-05 14:00:00,493.5400,493.6600,493.0100,493.0500,202374
2025-09-05 14:05:00,493.0900,493.3700,492.8800,492.8900,269932
2025-09-05 14:10:00,492.8800,493.7400,492.8400,493.7400,292219
2025-09-05 14:15:00,493.7400,494.3300,493.6000,494.3300,249379
2025-09-05 14:20:00,494.3500,494.7400,494.1900,494.2350,396328
2025-09-05 14:25:00,494.2420,494.7200,494.1800,494.6379,160454
2025-09-05 14:30:00,494.6700,494.7400,493.1200,493.1775,233724
2025-09-05 14:35:00,493.2300,493.4350,492.3700,492.7800,454624
2025-09-05 14:40:00,492.7300,493.2100,492.6500,493.0600,211297
2025-09-05 14:45:00,493.0200,493.1013,492.5300,492.6800,260417
2025-09-05 14:50:00,492.7750,493.7400,492.7150,493.7300,194807
2025-09-05 14:55:00,493.7400,493.9000,493.1000,493.1300,232391
2025-09-05 15:00:00,493.1600,493.1807,492.3700,492.5100,301914
2025-09-05 15:05:00,492.4900,493.1600,492.4400,493.0350,344280
2025-09-05 15:10:00,493.0500,493.3300,492.8950,493.2145,315376
2025-09-05 15:15:00,493.1900,493.5454,492.9600,493.3900,339984
2025-09-05 15:20:00,493.4400,494.9400,493.4400,494.9100,324449
2025-09-05 15:25:00,494.9300,495.1205,494.4300,494.4900,314710
2025-09-05 15:30:00,494.5100,494.5350,493.3700,493.4589,424478
2025-09-05 15:35:00,493.4650,493.9900,493.3100,493.3500,288246
2025-09-05 15:40:00,493.3500,493.8300,493.0500,493.6800,350636
2025-09-05 15:45:00,493.7100,493.9800,493.5600,493.6500,341747
2025-09-05 15:50:00,493.6400,494.4800,493.5000,494.1200,718609
2025-09-05 15:55:00,494.1300,495.2900,494.0800,495.0153,1630559
2025-09-05 16:00:00,495.0100,495.2000,494.4600,494.7400,7088895
2025-09-05 16:05:00,494.7400,495.0000,494.6200,494.6500,514367
2025-09-05 16:10:00,495.0000,495.0000,494.5500,494.7100,31563
2025-09-05 16:15:00,494.6600,505.0550,494.5537,494.7000,4574
2025-09-05 16:20:00,495.0000,495.0000,494.7550,494.9600,43678
2025-09-05 16:25:00,495.0000,495.1000,494.8900,495.0550,5548
2025-09-05 16:30:00,495.0550,495.2900,494.9245,495.1200,2331
2025-09-05 16:35:00,495.1500,495.2900,495.0000,495.1000,65988
2025-09-05 16:40:00,495.1000,495.1500,494.9200,494.9500,4407
2025-09-05 16:45:00,495.0100,495.1100,478.7171,494.9850,2200
2025-09-05 16:50:00,494.9850,495.0700,492.1592,494.9950,4118
2025-09-05 16:55:00,495.0500,516.5222,468.3859,495.0300,5287
2025-09-05 17:00:00,495.0500,495.0500,468.3950,495.0000,2169
2025-09-05 17:05:00,495.0000,516.4275,494.9400,494.9900,2021
2025-09-05 17:10:00,495.0300,495.0300,476.9877,495.0300,1374
2025-09-05 17:15:00,495.0200,495.0900,494.9500,495.0200,3670
2025-09-05 17:20:00,495.0200,495.1729,476.9877,495.0000,3869
2025-09-05 17:25:00,495.0200,495.1729,478.7171,495.0800,3456
2025-09-05 17:30:00,495.1400,495.1400,495.0000,495.0700,1314
2025-09-05 17:35:00,495.0400,495.1100,494.9500,494.9500,3587
2025-09-05 17:40:00,494.9500,495.1000,494.9000,495.0400,974
2025-09-05 17:45:00,495.0500,495.0988,494.9000,495.0000,1313
2025-09-05 17:50:00,495.0000,495.0800,494.8300,495.0000,2502
2025-09-05 17:55:00,494.9250,495.0000,494.8500,494.9200,767
2025-09-05 18:00:00,494.9200,495.0000,494.7500,494.9000,2218
2025-09-05 18:05:00,494.8750,494.9500,494.6500,494.6575,2504
2025-09-05 18:10:00,494.8000,494.9300,494.6500,494.7000,1596
2025-09-05 18:15:00,494.7900,494.9000,494.6500,494.7900,834
2025-09-05 18:20:00,494.7800,494.8800,494.7000,494.8150,1255
2025-09-05 18:25:00,494.7500,494.8800,494.7000,494.7900,572
2025-09-05 18:30:00,494.8000,494.8800,494.7000,494.8000,507
2025-09-05 18:35:00,494.8200,494.9000,494.8000,494.8800,531
2025-09-05 18:40:00,494.8700,494.9200,494.8500,494.9000,594
2025-09-05 18:45:00,494.9000,495.0000,494.8012,494.9900,1950
2025-09-05 18:50:00,495.0000,495.0000,494.8500,494.9900,1301
2025-09-05 18:55:00,494.9800,495.0000,494.8000,494.9250,1409
2025-09-05 19:00:00,494.9000,495.0000,494.8500,494.9300,1979
2025-09-05 19:05:00,494.9989,495.0000,494.8600,495.0000,1134
2025-09-05 19:10:00,494.9800,495.0000,494.9500,494.9750,634
2025-09-05 19:15:00,494.9900,495.0000,494.9350,494.9900,1156
2025-09-05 19:20:00,494.9900,495.0000,494.8600,494.9800,495
2025-09-05 19:25:00,494.9900,495.0000,494.9000,494.9999,565
2025-09-05 19:30:00,495.0000,495.0000,494.9000,494.9800,491
2025-09-05 19:35:00,494.9800,495.0000,494.9000,495.0000,1869
2025-09-05 19:40:00,494.9900,495.0900,494.9000,494.9500,922
2025-09-05 19:45:00,495.0000,495.0000,494.9000,495.0000,1226
2025-09-05 19:50:00,494.9300,495.0000,494.9000,494.9900,758
2025-09-05 19:55:00,494.9800,495.4200,494.9200,494.9400,1870
2025-09-08 04:00:00,497.3500,499.8000,494.3600,497.8200,5579
2025-09-08 04:05:00,497.8100,497.9900,497.8000,497.8000,4666
2025-09-08 04:10:00,497.8200,498.6200,497.8000,498.5400,4753
2025-09-08 04:15:00,498.4300,499.0900,498.4000,499.0300,6688
2025-09-08 04:20:00,498.9800,499.2300,498.9000,499.2200,4658
2025-09-08 04:25:00,499.2100,499.6300,499.2000,499.5700,3040
2025-09-08 04:30:00,499.5900,499.6400,499.4300,499.5800,2071
